race_id,date,month,venue,race_number,strategy,selected_count,total_stake_units,stake_units,return_units,profit_units,hit,selected_tickets,selected_odds,actual_ticket,actual_payout_units,source_sequence,stake_mode,girls_field_point_stddev,girls_field_top_point_gap,girls_market_top_probability,girls_tailwind_component,race_margin_chaos_score,girls_crosswind_component,girls_venue_bank_length_m,girls_rain_surface_penalty,girls_headwind_component,girls_venue_is_500m_bank,girls_venue_bank_exposure,girls_venue_is_short_bank,girls_venue_is_400m_bank,girls_race_stage_final,promotion_market_overbet_risk,girls_race_stage_general,girls_market_entropy,race_market_entropy_score,girls_race_stage_qualifying,gate_pass,source_candidate,risk_guard,risk_guard_pass,risk_guard_field,risk_guard_value,risk_guard_scale,original_stake_units,original_return_units
20260211-35-05,2026-02-11,2026-02,平塚,5,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,1-2-5|1-2-3|1-3-2|1-5-2|5-6-2|2-5-6|1-7-5|1-7-3|2-6-1|3-1-6|2-1-7|5-3-1|3-2-1,7.1|7.4|10.9|12.1|245.9|261.1|104.1|132.4|182.5|99.3|99.9|100.3|98.7,,,base|sleeve,source,2.397431448659,2.59,0.105278880007,0.0,0.503424,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,1.0,0.770541944101,0.778492,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260211-35-11,2026-02-11,2026-02,平塚,11,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,6.5,-26.5,True,3-5-4|3-5-6|3-4-5|3-6-5|3-6-1|3-7-5|3-7-4|3-4-6|3-6-4|3-6-2|3-5-2|3-4-1|3-1-5|3-4-2|3-5-1|3-2-6,5.7|6.5|9.9|10.8|38.9|22.5|43.3|21.1|20.2|40.9|15.8|36.6|43.5|40.2|15.3|88.9,3-5-6,6.5,base|sleeve,source,3.176087954367,3.96,0.131061915597,0.0,0.289993,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,1.0,0.0,0.0,0.631273097766,0.631273,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,6.5
20260211-42-05,2026-02-11,2026-02,名古屋,5,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,4.8,-28.2,True,5-7-3|7-5-3|5-3-7|5-7-6|7-6-5|3-5-1|5-6-3|3-5-6|5-3-6|3-5-7|7-1-5|5-1-7|5-6-7|7-3-6|5-3-1|3-7-6,4.8|6|7.5|11.9|52.5|106.4|46.7|61.3|24.9|26|100.8|64.9|32.2|63.6|44.4|94.5,5-7-3,4.8,base|sleeve,source,3.818907312468,1.12,0.155371208753,0.0,0.39577,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.620568752702,0.620569,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,4.8
20260211-42-06,2026-02-11,2026-02,名古屋,6,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|1|1|1|1|19|1|1|1,4.4,-28.6,True,3-2-6|3-6-2|3-2-7|3-2-4|2-3-4|3-7-4|3-4-2|3-4-6|3-6-4|2-3-7|3-7-2|6-3-2|3-7-6|3-6-7|2-3-6,2.6|4.4|6.2|10.4|78.8|107.6|40.8|50.3|26.1|59.3|16.6|98.1|30.1|16.3|28.7,3-6-2,4.4,base|sleeve,source,3.907271609265,2.59,0.2860047746,0.0,0.357875,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.552250161944,0.641548,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,4.4
20260211-56-05,2026-02-11,2026-02,岸和田,5,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,7-4-3|7-3-4|4-7-3|7-4-6|6-3-7|6-1-7|3-1-7|2-4-7|2-7-6|1-4-7|7-5-2|4-1-3|7-4-5,10.2|13.9|18.1|20.7|211.1|213.8|269.3|210.2|292.9|245.6|295.1|188.3|92.4,,,base|sleeve,source,1.543296233815,2.22,0.07342807956,0.0,0.463744,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,1.0,0.81477959921,0.81478,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260211-56-06,2026-02-11,2026-02,岸和田,6,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|19|1|1|1|1|1|1|1,23.8,-9.2,True,7-4-1|7-4-2|7-1-4|7-2-4|1-2-4|4-2-3|4-2-5|4-7-3|4-1-7|7-1-3|1-2-7|7-3-2|7-5-1|7-4-5|4-7-1,6.6|8.1|8.2|11.6|303.9|386|431|97.9|107.8|22.1|246.9|50.3|41.8|23.8|48,7-4-5,23.8,base|sleeve,source,2.855540979519,1.26,0.113305425899,0.0,0.293576,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,1.0,0.0,0.0,0.689128395351,0.689128,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,23.8
20260211-61-01,2026-02-11,2026-02,玉野,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,1-2-3|1-3-2|1-3-4|2-1-3|6-1-3|2-5-4|4-1-6|4-1-5|1-6-5|2-4-6|2-5-3|2-6-3|4-1-2,6.6|7.1|15.2|15.6|263.8|280.6|187.4|178.1|253.6|286.5|160.3|167.7|92.6,,,base|sleeve,source,2.274293790366,0.42,0.113395092607,0.0,0.459193,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.747354877834,0.747355,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260211-61-02,2026-02-11,2026-02,玉野,2,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,22.0,-11.0,True,1-2-3|1-3-2|1-2-4|1-3-4|1-6-4|1-5-3|3-2-1|1-4-6|1-6-2|1-3-5|1-6-3|1-5-2|3-1-2|1-2-5|2-4-1|3-1-4,4.2|5.7|8.5|11.1|50.5|63|102.8|51.8|23.1|22|37.4|63.4|47.8|22.3|317.9|90.2,1-3-5,22.0,base|sleeve,source,2.92979277668,3.71,0.17765809342,0.0,0.296991,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.610449777748,0.61045,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,22.0
20260211-74-06,2026-02-11,2026-02,高知,6,pre_roll_cap15_overlay_s3_full_through_20260702,15,18.0,1|1|1|1|1|4|1|1|1|1|1|1|1|1|1,20.0,2.0,True,7-5-4|7-5-1|7-4-5|7-1-5|5-1-7|5-4-7|7-2-4|7-1-2|7-4-2|7-1-4|5-7-4|5-7-1|5-7-2|7-5-6|7-2-5,3.9|5.9|6.7|9.1|87.5|65.6|75.4|52.2|42.4|2|19.9|26.7|48.3|43.4|46.2,7-1-4,20.0,base|sleeve,source,3.492841075043,1.97,0.19100507378,0.0,0.331891,0.0,500.0,0.0,0.0,1.0,1.15,0.0,0.0,0.0,0.0,0.0,0.601321123094,0.601321,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,True,girls_venue_is_400m_bank,0.0,0.25,33.0,20.0
20260211-74-07,2026-02-11,2026-02,高知,7,pre_roll_cap15_overlay_s3_full_through_20260702,15,18.0,1|1|1|1|4|1|1|1|1|1|1|1|1|1|1,3.5,-14.5,True,4-3-2|4-2-3|4-3-5|4-2-5|2-4-3|4-2-1|4-2-7|4-3-1|3-4-2|3-4-5|4-3-7|4-5-7|4-5-2|4-5-3|4-2-6,3.5|3.7|7.3|8.7|75.2|47.7|47.6|50.4|51.8|81.7|40.2|73.1|11|9.5|107.2,4-3-2,3.5,base|sleeve,source,4.113121363021,2.88,0.213294012902,0.0,0.306675,0.0,500.0,0.0,0.0,1.0,1.15,0.0,0.0,0.0,0.0,0.0,0.529274986618,0.529275,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,True,girls_venue_is_400m_bank,0.0,0.25,33.0,3.5
20260211-87-01,2026-02-11,2026-02,熊本,1,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|19,0.0,-33.0,False,2-1-3|2-3-1|2-1-4|2-3-4|1-3-4|2-1-6|1-4-2|1-5-2|2-6-1|3-1-2|3-2-1|2-5-1|2-4-1|1-3-2|4-2-1,5.3|6.5|10.8|13.1|73.8|90.8|59.5|100.4|399.1|55.8|39.6|22.4|22|31.1|89,,,base|sleeve,source,17.741746917186,0.25,0.141096214561,0.0,0.401906,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.672112738245,0.672113,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,0.0
20260211-87-02,2026-02-11,2026-02,熊本,2,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|19,39.1,6.1,True,1-2-3|1-2-4|1-3-2|1-2-5|1-4-5|2-1-4|1-5-4|1-4-3|2-1-3|1-5-2|1-5-3|1-3-5|1-3-7|1-3-4|2-1-5,4.3|5.8|6.8|11.1|25.4|51.5|39.1|19.3|38.8|18.9|31.5|15.9|95.3|14|69,1-5-4,39.1,base|sleeve,source,3.363388718758,3.91,0.173214093722,0.0,0.416955,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.592661237297,0.592661,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,39.1
20260212-42-04,2026-02-12,2026-02,名古屋,4,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,2-4-7|2-4-6|2-7-4|4-2-6|2-3-7|6-1-7|6-3-2|1-2-7|2-3-6|6-7-4|4-3-2|6-4-7|6-7-2,16.7|17.6|23|24.2|276.1|246.3|275|238|288.6|83.7|187.9|77.6|86.2,,,base|sleeve,source,1.756447016693,0.46,0.044868569976,0.0,0.518101,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.854439679475,0.85444,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260212-42-10,2026-02-12,2026-02,名古屋,10,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,11.0,-19.0,True,1-3-5|1-5-3|1-3-4|3-1-5|3-2-1|3-7-1|1-2-5|3-6-1|1-7-2|1-7-6|1-6-7|3-6-5|3-4-1,6.7|9.3|11|16.9|294.9|192.7|212.8|106.9|235|144.5|146.5|260.4|88.5,1-3-4,11.0,base|sleeve,source,2.143214255957,1.64,0.111798857635,0.0,0.362072,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.735172316463,0.735172,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,11.0
20260212-61-01,2026-02-12,2026-02,玉野,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,8.4,-21.6,True,2-1-3|2-3-1|1-2-3|3-2-1|3-6-4|3-5-4|3-4-6|2-5-6|1-6-4|2-6-5|3-5-1|2-6-4|1-3-5,8.4|9.9|12.6|15.5|251.5|268.4|282.4|230.9|235.3|218.8|161.7|144.1|88.5,2-1-3,8.4,base|sleeve,source,2.159387668308,0.63,0.089104107927,0.0,0.437631,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.774185323117,0.774185,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,8.4
20260212-61-02,2026-02-12,2026-02,玉野,2,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,5.5,-27.5,True,1-2-3|1-2-4|1-3-2|1-2-5|3-2-1|4-2-1|2-1-4|1-6-2|1-5-3|1-5-4|1-4-6|1-4-5|1-5-2|1-2-6|2-1-3|1-6-3,4.7|5.5|7.3|9.9|168.1|290.4|62.6|54|52.4|43.5|48.1|26|22.6|25.8|43.1|95.7,1-2-4,5.5,base|sleeve,source,3.035907556873,3.68,0.158711355193,0.0,0.390246,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.604784290034,0.604784,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,5.5
20260212-74-05,2026-02-12,2026-02,高知,5,pre_roll_cap15_overlay_s3_full_through_20260702,13,16.0,1|1|1|1|1|1|1|1|1|1|1|1|4,0.0,-16.0,False,6-4-3|6-3-4|6-4-2|6-3-2|4-2-7|3-4-2|2-4-7|1-6-2|1-2-6|1-6-4|6-5-7|4-3-2|4-6-1,11.8|13.5|13.7|17.5|293.7|208.5|286.6|204.7|291.1|200.9|216.2|200.3|99,,,base|sleeve,source,2.372645986993,1.12,0.063460816635,0.0,0.428564,0.0,500.0,0.0,0.0,1.0,1.15,0.0,0.0,0.0,0.0,1.0,0.816305229643,0.816305,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,True,girls_venue_is_400m_bank,0.0,0.25,30.0,0.0
20260212-74-10,2026-02-12,2026-02,高知,10,pre_roll_cap15_overlay_s3_full_through_20260702,15,18.0,1|1|1|1|1|1|1|1|1|4|1|1|1|1|1,0.0,-18.0,False,1-5-4|1-5-3|1-5-2|1-4-5|5-7-1|1-3-2|5-1-7|1-4-7|5-2-1|5-3-1|1-3-7|1-3-4|1-2-4|5-4-1|5-1-4,5.5|7.3|8.4|11.9|359.3|43.2|84.4|96.6|102.2|90.2|102|44.1|46|74.5|21.4,,,base|sleeve,source,2.370415446236,0.97,0.13588002415,0.0,0.339011,0.0,500.0,0.0,0.0,1.0,1.15,0.0,0.0,1.0,0.0,0.0,0.676087317161,0.676087,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,True,girls_venue_is_400m_bank,0.0,0.25,33.0,0.0
20260212-87-01,2026-02-12,2026-02,熊本,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,12.5,-17.5,True,1-2-3|1-2-5|1-2-4|1-3-2|1-6-5|1-6-2|1-6-4|1-6-3|4-3-1|2-4-5|2-5-4|2-4-3|3-1-2,5.4|10.8|12.5|15.1|271|200.4|257.5|264|266.7|168.6|162.5|152.6|95.4,1-2-4,12.5,base|sleeve,source,17.608725805401,0.23,0.138492556154,0.0,0.459605,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.721319396485,0.721319,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,12.5
20260212-87-02,2026-02-12,2026-02,熊本,2,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|19|1|1|1|1|1|1|1|1|1,7.4,-25.6,True,1-2-3|1-3-2|1-2-4|2-1-3|2-3-1|2-5-1|1-4-3|1-4-5|3-2-1|2-1-5|2-4-1|1-5-4|1-5-2|2-1-4|1-5-3,4.4|7.4|7.4|10.9|39.3|89.3|24.3|41.1|95.7|21.9|68.8|54.1|28.3|16.7|44.4,1-2-4,7.4,base|sleeve,source,3.347266932643,3.93,0.169439702018,0.0,0.350461,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.613561304492,0.613561,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,7.4
20260213-13-05,2026-02-13,2026-02,いわき平,5,pre_roll_cap15_overlay_s3_full_through_20260702,12,30.0,1|1|1|1|1|1|1|1|19|1|1|1,0.0,-30.0,False,1-6-4|1-6-2|6-1-4|6-1-2|2-4-6|2-4-1|6-3-4|6-2-3|6-2-4|6-3-1|6-5-1|2-1-4,5.4|6.6|9.6|12.1|239.6|230.1|190.4|139.8|97.3|103.5|188.1|127,,,base|sleeve,source,2.416616091425,0.44,0.13845182467,0.0,0.463946,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.730322647386,0.730323,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260213-13-06,2026-02-13,2026-02,いわき平,6,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|1|19|1|1|1|1|1|1,12.8,-20.2,True,4-5-6|4-6-5|4-6-2|4-5-2|4-5-1|4-6-1|4-3-5|4-3-6|5-4-6|6-4-5|4-2-5|4-2-3|4-2-6|4-3-2|4-5-3,3.9|4.1|8.5|10.6|58.8|61|22|20.7|73.2|61.9|17.1|37.1|15.8|48.2|12.8,4-5-3,12.8,base|sleeve,source,3.42949785764,3.74,0.190999107282,0.0,0.397657,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.604418467664,0.604418,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,12.8
20260213-61-01,2026-02-13,2026-02,玉野,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,20.2,-9.8,True,1-2-3|1-3-2|1-2-4|2-1-3|3-1-6|5-3-4|4-5-6|1-5-6|3-5-4|3-4-5|1-3-6|5-4-2|3-4-1,12.8|16.5|19.8|20.2|295.2|213.1|282.9|260.6|194.3|149.2|184.9|130.3|94.3,2-1-3,20.2,base|sleeve,source,1.989629234253,2.14,0.058517112699,0.0,0.442542,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,1.0,0.815426144248,0.815426,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,20.2
20260213-61-08,2026-02-13,2026-02,玉野,8,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|19|1,0.0,-33.0,False,1-2-4|1-4-2|1-2-3|1-4-3|4-2-5|4-6-1|4-2-3|3-2-1|4-1-3|4-5-1|4-1-5|2-4-3|2-5-1|2-1-3|1-6-2,7.5|7.6|10.7|12.2|441.8|412.9|273.6|222.7|71.4|234.8|83.6|331.7|443.3|86.7|56.4,,,base|sleeve,source,1.98232084143,3.68,0.099678448457,0.0,0.422842,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,1.0,0.0,0.0,0.691113408958,0.691113,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,0.0
20260213-87-01,2026-02-13,2026-02,熊本,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,2-1-3|2-3-1|3-1-2|3-2-1|2-6-4|6-1-2|4-1-2|6-1-3|2-4-6|4-3-1|6-3-1|6-2-1|2-4-1,6.5|7.9|10.8|12.2|231.7|265.3|270.3|277.2|240.7|260.5|229.8|221.4|81.4,,,base|sleeve,source,16.85590903475,0.57,0.114982598821,0.0,0.432597,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,1.0,0.732590464566,0.73259,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260213-87-08,2026-02-13,2026-02,熊本,8,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,8.2,-21.8,True,1-2-4|1-4-2|1-2-3|1-4-3|1-7-3|4-2-3|2-1-7|4-3-1|4-5-1|1-6-3|2-3-1|1-6-4|1-3-6,6.8|8.2|10.6|16.5|238.2|136.1|126.5|104.6|135.4|190.8|91.8|126.6|94.8,1-4-2,8.2,base|sleeve,source,1.982591583699,3.68,0.110073495842,0.0,0.411455,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,1.0,0.0,0.0,0.72660572578,0.726606,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,8.2
20260214-13-05,2026-02-14,2026-02,いわき平,5,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,0.0,-30.0,False,3-2-4|3-4-2|3-2-5|3-2-1|5-1-2|2-1-5|5-1-3|2-4-6|4-6-3|5-4-2|4-1-2|2-4-5|5-3-2,6.8|7.6|11.3|14.5|279.8|279.3|244.1|244.7|299.5|255.5|232.3|164.6|91.7,,,base|sleeve,source,1.877684744572,1.32,0.109911609575,0.0,0.474857,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.793243652842,0.793244,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,0.0
20260214-13-06,2026-02-14,2026-02,いわき平,6,pre_roll_cap15_overlay_s3_full_through_20260702,15,33.0,1|1|1|1|19|1|1|1|1|1|1|1|1|1|1,11.6,-21.4,True,6-3-2|6-2-3|6-3-5|6-3-1|3-2-6|6-2-4|6-3-4|3-6-2|6-5-2|6-2-1|6-2-5|3-6-1|3-6-5|6-5-3|6-5-1,2.9|5.7|7.5|11.6|8|97.6|50.8|19.8|17.1|21.8|16.1|42.8|34.5|12.3|41.7,6-3-1,11.6,base|sleeve,source,3.749105078401,1.98,0.255733926214,0.0,0.43258,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,0.0,0.601022323701,0.601022,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,11.6
20260214-42-01,2026-02-14,2026-02,名古屋,1,pre_roll_cap15_overlay_s3_full_through_20260702,13,30.0,1|1|1|1|1|1|1|1|1|1|1|1|18,10.4,-19.6,True,1-2-3|1-2-4|2-1-4|2-1-3|1-6-2|4-1-6|2-6-1|5-1-3|1-6-3|3-1-6|5-1-4|4-5-2|4-2-3,7.8|10.4|12.6|14|250.3|283.9|273.2|260.2|282.8|176|164|224.9|94.4,1-2-4,10.4,base|sleeve,source,2.661083866949,0.39,0.095859551755,0.0,0.439808,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.746389617646,0.74639,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,10.4
20260214-42-02,2026-02-14,2026-02,名古屋,2,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,5.3,-27.7,True,1-2-3|1-2-4|1-4-2|1-3-2|1-5-4|2-1-3|1-3-5|1-5-3|1-5-2|1-3-4|1-4-5|2-1-5|2-1-4|1-4-3|1-4-6|1-2-6,5.3|6|7.3|8.6|45.6|38.7|20.2|37.7|21.9|16|16.2|69.6|41.4|13.7|103.8|76.2,1-2-3,5.3,base|sleeve,source,2.955416335186,3.48,0.140702955288,0.0,0.355445,0.0,400.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.600591740646,0.600592,1.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,5.3
20260215-13-04,2026-02-15,2026-02,いわき平,4,pre_roll_cap15_overlay_s3_full_through_20260702,12,30.0,1|1|1|1|1|1|1|19|1|1|1|1,118.4,88.4,True,1-2-3|1-2-5|1-3-2|1-3-5|2-4-3|3-2-4|5-3-4|1-4-2|2-5-4|5-2-4|1-4-3|1-4-5,6.1|6.7|10.4|11.3|217.4|177.4|256.9|91.4|118.4|177.2|106.2|94.1,2-5-4,118.4,base|sleeve,source,1.951508134751,2.2,0.122439323587,0.0,0.572961,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,0.0,0.0,1.0,0.827508028015,0.827508,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,30.0,118.4
20260215-13-10,2026-02-15,2026-02,いわき平,10,pre_roll_cap15_overlay_s3_full_through_20260702,16,33.0,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|18,5.8,-27.2,True,1-2-7|1-7-2|1-2-3|1-7-3|7-1-4|2-1-7|1-4-7|1-7-4|1-5-2|1-2-5|1-4-2|1-3-7|1-5-4|7-1-3|7-1-2|2-7-1,5.8|6.5|9|12.5|85.1|44.5|43.1|25.6|41.1|21|38.3|19.6|98.5|60.1|31.9|95,1-2-7,5.8,base|sleeve,source,2.690437336424,1.98,0.128805546761,0.0,0.353867,0.0,400.0,0.0,0.0,0.0,1.15,0.0,1.0,1.0,0.0,0.0,0.677714792144,0.677715,0.0,unknown,pre_roll_cap15_overlay_s3_full_through_20260702,girls_venue_is_400m_bank_0p0_scale_0p25,False,girls_venue_is_400m_bank,0.0,1.0,33.0,5.8
